房间,窗墙比,传热系数,辐射吸收系数,房间朝向,房间面积,房间人数,温度,湿度,Co2浓度,送风温度,监测时间,air volume
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.7,54,454,24,2024-07-16 22:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31,54,453,24,2024-07-16 23:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.1,58,455,24,2024-07-17 00:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.1,58,451,24,2024-07-17 00:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.2,59,452,24,2024-07-17 01:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.3,59,454,24,2024-07-17 01:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.4,59,451,24,2024-07-17 02:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.4,59,447,24,2024-07-17 02:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.6,59,451,24,2024-07-17 04:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.7,59,445,24,2024-07-17 04:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.7,60,453,24,2024-07-17 06:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.8,60,446,24,2024-07-17 06:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,32.8,56,440,24,2024-07-17 08:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,1,29.2,49,444,24,2024-07-17 10:00:00,480
ROOM4,0.6,0.56,0.62,西北,65.1,2,28.2,50,444,24,2024-07-17 11:00:00,472
ROOM4,0.6,0.56,0.62,西北,65.1,0,27.9,51,451,0,2024-07-17 11:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,2,27.5,52,449,24,2024-07-17 12:00:00,468
ROOM4,0.6,0.56,0.62,西北,65.1,1,27.3,53,446,24,2024-07-17 12:30:00,472
ROOM4,0.6,0.56,0.62,西北,65.1,7,26.2,52,446,24,2024-07-17 14:00:00,481
ROOM4,0.6,0.56,0.62,西北,65.1,5,26,53,445,24,2024-07-17 14:30:00,468
ROOM4,0.6,0.56,0.62,西北,65.1,2,25.7,53,444,24,2024-07-17 15:00:00,477
ROOM4,0.6,0.56,0.62,西北,65.1,5,25.6,53,443,24,2024-07-17 15:30:00,474
ROOM4,0.6,0.56,0.62,西北,65.1,2,25.3,54,441,24,2024-07-17 16:00:00,474
ROOM4,0.6,0.56,0.62,西北,65.1,3,25.3,54,444,24,2024-07-17 16:30:00,474
ROOM4,0.6,0.56,0.62,西北,65.1,0,28.1,50,436,24,2024-07-17 19:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,28.6,51,435,24,2024-07-17 19:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.9,53,443,24,2024-07-17 21:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.2,54,450,24,2024-07-17 22:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.3,56,455,24,2024-07-17 22:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.3,58,454,24,2024-07-17 23:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.5,59,458,24,2024-07-17 23:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.5,59,450,24,2024-07-18 00:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.7,58,447,24,2024-07-18 01:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.8,59,444,24,2024-07-18 01:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.9,59,445,24,2024-07-18 02:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31,60,447,24,2024-07-18 03:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.1,60,442,24,2024-07-18 03:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.2,60,440,24,2024-07-18 04:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.3,60,440,24,2024-07-18 05:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.3,60,438,24,2024-07-18 05:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.4,60,438,24,2024-07-18 06:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.5,61,441,24,2024-07-18 06:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,5,32.6,58,440,24,2024-07-18 08:30:00,470
ROOM4,0.6,0.56,0.62,西北,65.1,1,30.4,51,435,24,2024-07-18 09:00:00,480
ROOM4,0.6,0.56,0.62,西北,65.1,3,29.5,49,456,24,2024-07-18 09:30:00,476
ROOM4,0.6,0.56,0.62,西北,65.1,4,26.4,54,446,24,2024-07-18 12:00:00,471
ROOM4,0.6,0.56,0.62,西北,65.1,2,25.7,56,436,24,2024-07-18 12:30:00,475
ROOM4,0.6,0.56,0.62,西北,65.1,7,25.1,56,442,24,2024-07-18 13:30:00,473
ROOM4,0.6,0.56,0.62,西北,65.1,3,24.9,55,447,24,2024-07-18 14:00:00,471
ROOM4,0.6,0.56,0.62,西北,65.1,4,25.1,54,460,24,2024-07-18 14:30:00,474
ROOM4,0.6,0.56,0.62,西北,65.1,3,24.7,56,461,24,2024-07-18 15:00:00,473
ROOM4,0.6,0.56,0.62,西北,65.1,6,24.7,56,461,24,2024-07-18 15:30:00,470
ROOM4,0.6,0.56,0.62,西北,65.1,6,24.7,56,460,24,2024-07-18 16:00:00,478
ROOM4,0.6,0.56,0.62,西北,65.1,4,24.6,57,450,24,2024-07-18 16:30:00,471
ROOM4,0.6,0.56,0.62,西北,65.1,7,24.6,58,453,24,2024-07-18 17:00:00,475
ROOM4,0.6,0.56,0.62,西北,65.1,6,24.9,55,447,24,2024-07-18 17:30:00,469
ROOM4,0.6,0.56,0.62,西北,65.1,0,26.3,51,437,24,2024-07-18 18:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,27.5,51,426,24,2024-07-18 19:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,28,51,432,24,2024-07-18 19:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,28.3,52,434,24,2024-07-18 20:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,28.6,53,445,24,2024-07-18 20:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,28.9,53,446,24,2024-07-18 21:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.5,57,446,24,2024-07-18 23:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.7,59,447,24,2024-07-19 00:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.8,58,446,24,2024-07-19 00:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.9,59,444,24,2024-07-19 01:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.1,59,442,24,2024-07-19 02:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.4,59,440,24,2024-07-19 04:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.4,60,440,24,2024-07-19 04:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.5,60,440,24,2024-07-19 05:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.6,61,440,24,2024-07-19 06:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.7,61,447,24,2024-07-19 06:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.7,60,434,24,2024-07-19 07:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.1,57,432,24,2024-07-19 08:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,2,30.9,65,436,24,2024-07-19 08:30:00,49.52
ROOM4,0.6,0.56,0.62,西北,65.1,2,28.4,56,429,24,2024-07-19 09:00:00,481
ROOM4,0.6,0.56,0.62,西北,65.1,4,27.2,54,442,24,2024-07-19 09:30:00,481
ROOM4,0.6,0.56,0.62,西北,65.1,2,26.5,55,444,24,2024-07-19 10:00:00,470
ROOM4,0.6,0.56,0.62,西北,65.1,7,25.6,56,435,24,2024-07-19 11:00:00,467
ROOM4,0.6,0.56,0.62,西北,65.1,7,25.3,54,441,24,2024-07-19 14:00:00,460
ROOM4,0.6,0.56,0.62,西北,65.1,4,24.8,55,429,24,2024-07-19 15:00:00,460
ROOM4,0.6,0.56,0.62,西北,65.1,0,28.2,52,429,24,2024-07-19 20:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.3,56,441,24,2024-07-19 23:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.4,56,438,24,2024-07-19 23:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.5,56,433,24,2024-07-20 00:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.7,58,433,0,2024-07-20 01:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.9,58,440,24,2024-07-20 01:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.9,58,438,24,2024-07-20 02:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.1,58,437,24,2024-07-20 03:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.3,60,436,24,2024-07-20 04:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.4,61,441,24,2024-07-20 05:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.5,61,443,24,2024-07-20 06:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.6,62,438,24,2024-07-20 06:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.9,59,437,24,2024-07-20 07:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.7,56,437,24,2024-07-20 09:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,32.3,55,431,24,2024-07-20 10:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,32.8,56,438,24,2024-07-20 11:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33,56,437,24,2024-07-20 11:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.1,57,439,24,2024-07-20 12:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.1,57,438,24,2024-07-20 12:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.2,58,443,0,2024-07-20 13:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.2,58,445,24,2024-07-20 14:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.3,59,443,24,2024-07-20 14:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.3,59,448,24,2024-07-20 15:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.3,63,452,24,2024-07-20 19:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.1,66,445,24,2024-07-20 21:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.1,66,449,24,2024-07-20 21:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33,66,451,24,2024-07-20 23:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33,66,452,24,2024-07-21 00:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,5,32.9,66,448,24,2024-07-21 03:00:00,34.36
ROOM4,0.6,0.56,0.62,西北,65.1,0,32.9,66,448,24,2024-07-21 03:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,32.9,66,449,24,2024-07-21 04:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,32.9,66,452,24,2024-07-21 05:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,4,33.9,61,452,24,2024-07-21 09:30:00,36.29
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.9,60,452,0,2024-07-21 10:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,34.1,59,467,24,2024-07-21 11:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,34.1,60,470,24,2024-07-21 12:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,34.2,61,461,24,2024-07-21 12:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,34.2,62,453,24,2024-07-21 13:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,34.1,58,462,24,2024-07-21 14:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,34.1,62,448,24,2024-07-21 15:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,34.1,63,447,24,2024-07-21 16:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,34.1,61,466,24,2024-07-21 16:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,34.1,61,455,24,2024-07-21 17:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.9,59,456,24,2024-07-21 18:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.7,58,456,24,2024-07-21 19:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.6,58,457,24,2024-07-21 22:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.7,59,453,24,2024-07-21 23:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.6,60,445,24,2024-07-22 00:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.6,61,447,24,2024-07-22 00:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.7,61,449,24,2024-07-22 01:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.6,61,448,24,2024-07-22 01:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.7,62,447,24,2024-07-22 02:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.7,62,454,24,2024-07-22 03:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.6,62,444,24,2024-07-22 04:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.6,62,430,24,2024-07-22 05:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.6,63,437,24,2024-07-22 06:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.7,62,444,24,2024-07-22 07:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,33.9,60,453,24,2024-07-22 08:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,1,33.9,62,454,24,2024-07-22 08:30:00,466
ROOM4,0.6,0.56,0.62,西北,65.1,7,29.3,51,438,24,2024-07-22 10:00:00,458
ROOM4,0.6,0.56,0.62,西北,65.1,7,28.5,51,444,24,2024-07-22 10:30:00,464
ROOM4,0.6,0.56,0.62,西北,65.1,2,28.2,52,433,24,2024-07-22 11:00:00,459
ROOM4,0.6,0.56,0.62,西北,65.1,5,27.3,52,435,24,2024-07-22 12:00:00,460
ROOM4,0.6,0.56,0.62,西北,65.1,5,26.8,53,441,24,2024-07-22 13:00:00,463
ROOM4,0.6,0.56,0.62,西北,65.1,1,26.3,53,436,24,2024-07-22 13:30:00,457
ROOM4,0.6,0.56,0.62,西北,65.1,6,25.8,53,426,24,2024-07-22 15:00:00,459
ROOM4,0.6,0.56,0.62,西北,65.1,5,25.6,54,437,24,2024-07-22 16:00:00,454
ROOM4,0.6,0.56,0.62,西北,65.1,3,25.4,55,418,24,2024-07-22 17:00:00,466
ROOM4,0.6,0.56,0.62,西北,65.1,0,25.5,55,418,24,2024-07-22 17:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,27.2,52,411,24,2024-07-22 18:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,27.9,53,407,24,2024-07-22 18:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,28.4,53,417,24,2024-07-22 19:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.6,55,438,24,2024-07-22 20:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.8,55,442,24,2024-07-22 21:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.2,56,447,24,2024-07-22 22:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,4,30.3,57,440,24,2024-07-22 22:30:00,29.76
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.4,57,445,24,2024-07-22 23:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.6,58,444,24,2024-07-23 00:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.7,59,438,24,2024-07-23 00:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.9,60,439,24,2024-07-23 02:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.9,60,438,24,2024-07-23 02:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31,60,439,24,2024-07-23 03:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.1,60,435,24,2024-07-23 04:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.2,60,427,24,2024-07-23 04:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.2,60,429,24,2024-07-23 05:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.3,60,429,24,2024-07-23 06:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.4,60,432,24,2024-07-23 06:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,32.2,59,437,24,2024-07-23 07:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,32.5,59,433,24,2024-07-23 08:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,2,29.4,50,426,24,2024-07-23 09:30:00,460
ROOM4,0.6,0.56,0.62,西北,65.1,7,28.6,50,429,24,2024-07-23 10:00:00,460
ROOM4,0.6,0.56,0.62,西北,65.1,5,27.9,51,429,24,2024-07-23 11:00:00,462
ROOM4,0.6,0.56,0.62,西北,65.1,6,27.5,51,427,24,2024-07-23 11:30:00,459
ROOM4,0.6,0.56,0.62,西北,65.1,7,27.2,51,430,24,2024-07-23 12:00:00,449
ROOM4,0.6,0.56,0.62,西北,65.1,5,26.4,52,436,24,2024-07-23 13:30:00,445
ROOM4,0.6,0.56,0.62,西北,65.1,6,26.3,52,426,24,2024-07-23 14:00:00,446
ROOM4,0.6,0.56,0.62,西北,65.1,7,26,53,431,24,2024-07-23 14:30:00,448
ROOM4,0.6,0.56,0.62,西北,65.1,2,25.8,54,425,24,2024-07-23 15:30:00,446
ROOM4,0.6,0.56,0.62,西北,65.1,3,25.6,54,425,24,2024-07-23 16:00:00,446
ROOM4,0.6,0.56,0.62,西北,65.1,3,25.4,55,423,24,2024-07-23 17:00:00,448
ROOM4,0.6,0.56,0.62,西北,65.1,3,25.4,55,423,24,2024-07-23 17:30:00,447
ROOM4,0.6,0.56,0.62,西北,65.1,0,27.4,52,409,24,2024-07-23 18:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,28.7,52,410,0,2024-07-23 19:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.4,54,421,24,2024-07-23 20:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.7,55,427,24,2024-07-23 20:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,29.9,55,431,24,2024-07-23 21:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.3,57,429,24,2024-07-23 22:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.4,58,428,24,2024-07-23 23:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.5,59,428,24,2024-07-24 00:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.6,59,434,24,2024-07-24 00:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.7,59,433,24,2024-07-24 01:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,30.9,59,429,24,2024-07-24 02:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31,60,427,24,2024-07-24 03:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31,59,426,24,2024-07-24 03:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.1,59,429,24,2024-07-24 04:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.2,60,426,24,2024-07-24 05:30:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.2,60,430,24,2024-07-24 06:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,0,31.4,60,435,24,2024-07-24 07:00:00,0
ROOM4,0.6,0.56,0.62,西北,65.1,4,31.9,60,425,24,2024-07-24 08:30:00,450
ROOM4,0.6,0.56,0.62,西北,65.1,5,29.9,52,424,24,2024-07-24 09:00:00,443
ROOM4,0.6,0.56,0.62,西北,65.1,6,27.7,50,434,24,2024-07-24 10:30:00,467
ROOM4,0.6,0.56,0.62,西北,65.1,1,27.4,50,427,24,2024-07-24 11:00:00,456
ROOM4,0.6,0.56,0.62,西北,65.1,5,26.5,52,430,24,2024-07-24 12:30:00,456
ROOM4,0.6,0.56,0.62,西北,65.1,7,26.2,52,423,24,2024-07-24 13:30:00,448
ROOM4,0.6,0.56,0.62,西北,65.1,3,25.8,52,424,24,2024-07-24 14:30:00,454
ROOM4,0.6,0.56,0.62,西北,65.1,3,25,54,408,24,2024-07-24 15:30:00,460
ROOM4,0.6,0.56,0.62,西北,65.1,1,24.9,55,403,24,2024-07-24 16:00:00,456
ROOM4,0.6,0.56,0.62,西北,65.1,6,24.8,55,412,24,2024-07-24 16:30:00,451
ROOM4,0.6,0.56,0.62,西北,65.1,5,24.9,55,438,24,2024-07-24 17:00:00,450
ROOM4,0.6,0.56,0.62,西北,65.1,2,25.2,55,436,24,2024-07-24 17:30:00,122.88
ROOM4,0.6,0.56,0.62,西北,65.1,2,25.2,55,436,24,2024-07-24 18:00:00,122.88
ROOM4,0.6,0.56,0.62,西北,65.1,7,25.2,55,436,24,2024-07-24 19:00:00,122.88
ROOM4,0.6,0.56,0.62,西北,65.1,7,25.2,55,436,24,2024-07-24 20:00:00,122.88
ROOM4,0.6,0.56,0.62,西北,65.1,3,25.2,55,436,24,2024-07-24 21:00:00,122.88
ROOM4,0.6,0.56,0.62,西北,65.1,5,25.2,55,436,24,2024-07-24 22:00:00,122.88
ROOM4,0.6,0.56,0.62,西北,65.1,4,25.2,55,436,24,2024-07-24 23:00:00,122.88
ROOM5,0.6,0.56,0.62,西北,61.64,0,31.7,54,424,24,2024-07-03 00:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,31.7,54,423,24,2024-07-03 01:00:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,31.8,55,421,24,2024-07-03 02:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,31.8,56,422,24,2024-07-03 03:00:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,32,56,412,24,2024-07-03 04:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,32,56,412,24,2024-07-03 05:00:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,32.1,57,411,24,2024-07-03 05:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,32.1,57,415,24,2024-07-03 06:00:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,32.5,53,411,24,2024-07-03 07:00:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,33.1,50,406,24,2024-07-03 07:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,7,29.5,48,404,24,2024-07-03 10:00:00,731
ROOM5,0.6,0.56,0.62,西北,61.64,6,28.2,48,405,24,2024-07-03 11:00:00,741
ROOM5,0.6,0.56,0.62,西北,61.64,7,27.8,49,416,24,2024-07-03 11:30:00,735
ROOM5,0.6,0.56,0.62,西北,61.64,5,27.4,50,410,24,2024-07-03 12:00:00,735
ROOM5,0.6,0.56,0.62,西北,61.64,4,26.4,51,436,24,2024-07-03 13:30:00,741
ROOM5,0.6,0.56,0.62,西北,61.64,1,26.1,51,415,24,2024-07-03 14:00:00,732
ROOM5,0.6,0.56,0.62,西北,61.64,5,25.2,52,424,24,2024-07-03 16:00:00,732
ROOM5,0.6,0.56,0.62,西北,61.64,7,25,53,425,24,2024-07-03 16:30:00,737
ROOM5,0.6,0.56,0.62,西北,61.64,6,24.8,53,416,24,2024-07-03 17:00:00,737
ROOM5,0.6,0.56,0.62,西北,61.64,0,27.4,46,420,24,2024-07-03 18:00:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,28.3,46,411,24,2024-07-03 18:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,29.2,47,409,24,2024-07-03 19:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,29.8,47,414,24,2024-07-03 20:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,30.1,48,408,24,2024-07-03 21:00:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,30.5,48,415,24,2024-07-03 22:00:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,31.1,49,416,24,2024-07-03 23:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,31.3,50,415,24,2024-07-04 00:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,31.3,56,415,24,2024-07-04 02:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,31.5,52,412,24,2024-07-04 03:00:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,31.6,56,410,24,2024-07-04 05:00:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,31.6,56,412,24,2024-07-04 05:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,31.7,56,415,24,2024-07-04 06:00:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,31.7,56,412,24,2024-07-04 06:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,31.9,57,413,24,2024-07-04 08:00:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,2,32.3,53,419,24,2024-07-04 08:30:00,742
ROOM5,0.6,0.56,0.62,西北,61.64,7,28.3,49,403,24,2024-07-04 10:00:00,735
ROOM5,0.6,0.56,0.62,西北,61.64,7,27.9,49,408,24,2024-07-04 10:30:00,742
ROOM5,0.6,0.56,0.62,西北,61.64,1,27.2,51,440,24,2024-07-04 11:30:00,737
ROOM5,0.6,0.56,0.62,西北,61.64,5,26.4,52,422,24,2024-07-04 13:00:00,739
ROOM5,0.6,0.56,0.62,西北,61.64,4,26.4,51,418,24,2024-07-04 13:30:00,503
ROOM5,0.6,0.56,0.62,西北,61.64,2,26.1,51,424,24,2024-07-04 14:00:00,739
ROOM5,0.6,0.56,0.62,西北,61.64,1,25.6,53,424,24,2024-07-04 15:00:00,733
ROOM5,0.6,0.56,0.62,西北,61.64,1,25.4,53,422,24,2024-07-04 15:30:00,740
ROOM5,0.6,0.56,0.62,西北,61.64,1,25.3,53,423,24,2024-07-04 16:00:00,740
ROOM5,0.6,0.56,0.62,西北,61.64,7,25.1,54,419,24,2024-07-04 16:30:00,741
ROOM5,0.6,0.56,0.62,西北,61.64,4,25,54,417,24,2024-07-04 17:00:00,743
ROOM5,0.6,0.56,0.62,西北,61.64,0,27.8,47,423,24,2024-07-04 18:00:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,30.1,47,462,24,2024-07-04 20:00:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,30.3,48,483,24,2024-07-04 20:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,30.6,50,459,24,2024-07-04 21:30:00,0
ROOM5,0.6,0.56,0.62,西北,61.64,0,30.9,51,450,24,2024-07-04 23:00:00,0
